state_id,state_name,mandi_id,mandi_name,first_enam_trade_date
296,MAHARASHTRA,1032,CHANDVAD,2020-05-01
296,MAHARASHTRA,1033,CHIKHALI,2020-05-01
296,MAHARASHTRA,588,DARYAPUR,2018-10-01
296,MAHARASHTRA,457,DHULE,2018-10-01
296,MAHARASHTRA,1034,DEVALA,2020-05-01
296,MAHARASHTRA,1035,DHAMANGAON RAILWAY,2020-05-01
296,MAHARASHTRA,1037,DINDORI,2020-05-01
296,MAHARASHTRA,1036,DIGRAS,2020-04-01
296,MAHARASHTRA,410,DONDAICHA,2018-10-01
296,MAHARASHTRA,451,DOUND,2018-10-01
296,MAHARASHTRA,455,GEVRAI,2018-10-01
296,MAHARASHTRA,589,GONDIYA,2018-11-01
296,MAHARASHTRA,1038,GANGAPUR-MH,2020-05-01
296,MAHARASHTRA,414,HINGOLI,2018-10-01
296,MAHARASHTRA,1039,HINGANGHAT,2020-05-01
296,MAHARASHTRA,1040,INDAPUR,2020-05-01
296,MAHARASHTRA,1041,JALGAON,2020-05-01
296,MAHARASHTRA,1043,JINTUR,2020-05-01
296,MAHARASHTRA,1042,JALNA,2020-05-01
296,MAHARASHTRA,416,JUNNAR,2019-07-01
296,MAHARASHTRA,421,KARAD,2018-12-01
296,MAHARASHTRA,1045,KANNAD,2020-05-01
296,MAHARASHTRA,1044,KALAMB,2020-04-01
296,MAHARASHTRA,1046,KARANJA,2020-05-01
296,MAHARASHTRA,1047,KARMALA,2020-05-01
296,MAHARASHTRA,590,KATOL,2019-02-01
296,MAHARASHTRA,591,KHED,2018-10-01
296,MAHARASHTRA,419,KHAMGAON,2019-07-01
296,MAHARASHTRA,297,KOLHAPUR,2018-10-01
296,MAHARASHTRA,300,LATUR,2018-10-01
296,MAHARASHTRA,1048,LASALGAON,2020-05-01
296,MAHARASHTRA,1049,LASUR STATION,2020-05-01
296,MAHARASHTRA,592,LONAR,2018-10-01
296,MAHARASHTRA,473,LONAND,2018-10-01
296,MAHARASHTRA,474,MALEGOAN,2018-10-01
296,MAHARASHTRA,1050,MAJALGAON,2020-05-01
296,MAHARASHTRA,472,Malkapur,2018-10-01
296,MAHARASHTRA,422,MANGRULPEER,2018-10-01
296,MAHARASHTRA,1051,MANGALWEDHA,2020-05-01
296,MAHARASHTRA,1052,MANORA,2020-05-01
296,MAHARASHTRA,1053,MORSHI,2020-05-01
296,MAHARASHTRA,1054,MUL,2020-05-01
296,MAHARASHTRA,424,MUMBAI,2018-10-01
296,MAHARASHTRA,593,MURTIZAPUR,2018-12-01
296,MAHARASHTRA,1055,MURUM,2020-05-01
296,MAHARASHTRA,305,NAGPUR,2018-10-01
296,MAHARASHTRA,1056,NAGBHID,2020-05-01
296,MAHARASHTRA,1057,NAMPUR,2020-05-01
296,MAHARASHTRA,458,NANDURBAR,2018-10-01
296,MAHARASHTRA,1059,NANDGAON,2020-05-01
296,MAHARASHTRA,1058,NANDED,2020-05-01
296,MAHARASHTRA,425,NASIK,2018-12-01
296,MAHARASHTRA,307,NEWASA,2018-10-01
296,MAHARASHTRA,1060,NER PARASOPANT,2020-05-01
296,MAHARASHTRA,304,PARBHANI,2018-10-01
296,MAHARASHTRA,1061,PANDHARPUR,2020-05-01
296,MAHARASHTRA,1063,PARTUR,2020-05-01
296,MAHARASHTRA,1062,Parli Vaijyanath,2020-05-01
296,MAHARASHTRA,1064,PHALTAN,2020-05-01
296,MAHARASHTRA,426,PIMPALGAON BASWANT,2018-10-01
296,MAHARASHTRA,427,PUNE,2018-10-01
296,MAHARASHTRA,428,RAHURI,2018-10-01
296,MAHARASHTRA,1065,RAHATA,2020-05-01
296,MAHARASHTRA,298,SANGLI,2018-11-01
296,MAHARASHTRA,1067,SANGAMNER,2020-05-01
296,MAHARASHTRA,1066,RISOD,2020-05-01
296,MAHARASHTRA,1068,SANGOLA,2020-05-01
296,MAHARASHTRA,453,SELU,2018-10-01
296,MAHARASHTRA,594,SENGOAN,2018-10-01
296,MAHARASHTRA,1069,SATANA,2020-05-01
296,MAHARASHTRA,595,SHAHADA,2018-10-01
296,MAHARASHTRA,1070,SAVNER,2020-05-01
296,MAHARASHTRA,596,SHEGAON,2018-10-01
296,MAHARASHTRA,597,SHIRPUR,2018-10-01
296,MAHARASHTRA,306,SHIRUR,2018-10-01
296,MAHARASHTRA,1071,SHRIRAMPUR,2020-05-01
296,MAHARASHTRA,1072,Sindevahi,2020-05-01
296,MAHARASHTRA,1073,SINDI,2020-05-01
296,MAHARASHTRA,1074,SINNER,2020-04-01
296,MAHARASHTRA,429,SOLAPUR,2018-10-01
296,MAHARASHTRA,301,TUMSAR,2018-10-01
296,MAHARASHTRA,598,UDGIR,2018-10-01
296,MAHARASHTRA,1075,TIRODA,2020-05-01
296,MAHARASHTRA,1076,UMRANE,2020-05-01
296,MAHARASHTRA,452,VANI,2018-10-01
296,MAHARASHTRA,430,VAIJAPUR,2018-10-01
296,MAHARASHTRA,431,VARORA,2018-10-01
296,MAHARASHTRA,1077,VAI,2020-05-01
296,MAHARASHTRA,432,WARDHA,2018-10-01
296,MAHARASHTRA,302,YEOLA,2018-10-01
296,MAHARASHTRA,1078,WASHIM,2020-05-01
296,MAHARASHTRA,1079,YAVATMAL,2020-05-01
35,NAGALAND,3849,DIMAPUR APMC,2022-06-01
35,NAGALAND,3848,KOHIMA APMC,2022-06-01
35,NAGALAND,3847,MOKOKCHUNG APMC,2022-06-01
35,NAGALAND,3845,PFUTSERO APMC,2022-06-01
35,NAGALAND,3846,MON APMC,2022-06-01
35,NAGALAND,3844,WOKHA APMC,2022-06-01
35,NAGALAND,3843,ZUNHEBOTO APMC,2022-06-01
35,NAGALAND,4926,BAGHTY APMC,2023-02-01
35,NAGALAND,4927,GHATASHI,2023-02-01
35,NAGALAND,4928,JALUKIE,2023-02-01
35,NAGALAND,4929,TULI,2023-02-01
35,NAGALAND,4930,KIPHIRE,2023-02-01
35,NAGALAND,4931,LONGLENG,2023-02-01
35,NAGALAND,4932,NIULAND,2023-02-01
35,NAGALAND,4934,TENNING,2023-02-01
35,NAGALAND,4936,TSEMENYU,2023-02-01
35,NAGALAND,4933,PHEK,2023-02-01
35,NAGALAND,4937,TUENSANG,2023-02-01
384,ODISHA,888,ANANDAPUR,2020-04-01
35,NAGALAND,4938,MANGKOLEMBA,2023-02-01
384,ODISHA,870,ANGUL,2020-04-01
384,ODISHA,445,BAHADAJHOLA,2018-10-01
384,ODISHA,3867,ATHMALLIK,2022-06-01
384,ODISHA,873,ATTABIRA,2020-04-01
384,ODISHA,871,BALASORE,2020-04-01
384,ODISHA,889,BALUGAON,2020-05-01
384,ODISHA,3871,BANKI,2022-06-01
384,ODISHA,874,BARGARH,2020-04-01
384,ODISHA,876,BHADRAK,2020-04-01
384,ODISHA,893,BARIPADA,2020-05-01
384,ODISHA,3850,BHANJANAGAR,2022-06-01
384,ODISHA,894,BETNOTI,2020-05-01
384,ODISHA,899,BONAI,2020-04-01
384,ODISHA,884,BHAWANIPATNA,2020-04-01
384,ODISHA,877,CHANDBALI,2020-05-01
384,ODISHA,3853,BOUDH,2022-06-01
384,ODISHA,878,DEOGARH,2020-04-01
384,ODISHA,3870,DHENKANAL,2022-06-01
384,ODISHA,880,DIGAPAHANDI,2020-04-01
384,ODISHA,898,DUNGURIPALI,2020-04-01
384,ODISHA,897,GUNUPUR,2020-04-01
384,ODISHA,879,HINDOL,2020-05-01
384,ODISHA,3856,HINJILICUT,2022-06-01
384,ODISHA,881,JAGATSINGHPUR,2020-04-01
384,ODISHA,883,JAJPUR,2020-04-01
384,ODISHA,890,JATNI,2020-04-01
384,ODISHA,872,JALESWAR,2020-05-01
384,ODISHA,891,JEYPORE,2020-05-01
384,ODISHA,3857,JHARSUGUDA,2022-06-01
384,ODISHA,3861,KAMAKHYANAGAR,2022-06-01
384,ODISHA,440,KANTABANJI,2018-12-01
384,ODISHA,886,KANDHAMAL,2020-05-01
384,ODISHA,3862,KARANJIA,2022-06-01
384,ODISHA,446,KENDUPATNA,2020-03-01
384,ODISHA,887,KENDRAPARA,2020-04-01
384,ODISHA,439,KORAPUT,2018-10-01
384,ODISHA,885,KESINGA,2020-05-01
384,ODISHA,443,KUCHINDA,2019-09-01
384,ODISHA,892,MALKANGIRI,2020-04-01
384,ODISHA,442,NABARANGPUR,2018-10-01
384,ODISHA,3863,NARSINGHPUR,2022-06-01
384,ODISHA,875,PADAMPUR OD,2020-05-01
384,ODISHA,896,NIMAPARA,2020-04-01
384,ODISHA,3897,PALLAHARA,2022-06-01
384,ODISHA,447,RAYAGADA,2019-01-01
384,ODISHA,441,PARALAKHEMUNDI,2018-10-01
384,ODISHA,900,PANPOSH,2020-05-01
384,ODISHA,882,RAHAMA,2020-05-01
384,ODISHA,448,SAKHIGOPAL,2019-07-01
384,ODISHA,3864,SAMBALPUR,2022-06-01
384,ODISHA,444,TIKABALI,2019-02-01
384,ODISHA,3865,TALCHER,2022-06-01
384,ODISHA,4940,BIRAMAHARAJPUR,2023-02-01
384,ODISHA,895,UDALA,2020-05-01
384,ODISHA,4942,CHAMPUA,2023-02-01
384,ODISHA,4941,BALANGIR,2023-02-01
384,ODISHA,4943,JUNAGARH,2023-02-01
384,ODISHA,4944,KEONJHAR,2023-02-01
384,ODISHA,4945,KHARIAR ROAD,2023-02-01
384,ODISHA,4946,MUKHIGUDA,2023-02-01
384,ODISHA,4948,PATNAGARH,2023-02-01
384,ODISHA,4947,NILGIRI,2023-02-01
384,ODISHA,4949,RAIRAKHOL,2023-02-01
384,ODISHA,4950,RAIRANGPUR,2023-02-01
599,PUDUCHERRY,601,KARAIKAL,2018-10-01
599,PUDUCHERRY,600,THATTANCHAVADY,2018-10-01
384,ODISHA,4951,SARGIPALI,2023-02-01
602,PUNJAB,603,ABOHAR,2018-10-01
602,PUNJAB,4100,AJNALA,2022-06-01
602,PUNJAB,604,AMRITSAR,2018-10-01
602,PUNJAB,917,AMLOH APMC,2020-05-01
602,PUNJAB,4101,ATTARI,2022-06-01
602,PUNJAB,4102,BALACHAUR,2022-07-01
602,PUNJAB,605,BARNALA,2018-10-01
602,PUNJAB,4103,BARETA,2022-06-01
602,PUNJAB,4105,BANGA,2022-07-01
602,PUNJAB,606,BHATINDA,2018-10-01
602,PUNJAB,4106,BATALA,2022-06-01
602,PUNJAB,915,BHIKHI APMC,2020-05-01
602,PUNJAB,4109,BHIKHIWIND,2022-06-01
602,PUNJAB,4110,BHOGPUR,2022-06-01
602,PUNJAB,901,BHUCHO MANDI APMC,2020-05-01
602,PUNJAB,902,BUDHLADA APMC,2020-05-01
602,PUNJAB,4111,DERA BABA NANAK,2022-06-01
602,PUNJAB,4112,DHURI,2022-07-01
602,PUNJAB,4113,DUDAN SADHAN,2022-06-01
602,PUNJAB,4159,DINANAGAR,2022-07-01
602,PUNJAB,903,FARIDKOT APMC,2020-05-01
602,PUNJAB,611,FAZILKA,2018-10-01
602,PUNJAB,609,FATHEGARH SAHIB,2018-10-01
602,PUNJAB,4114,FATEHGARH CHURIAN,2022-07-01
602,PUNJAB,614,GONIANA,2018-10-01
602,PUNJAB,613,GIDDERBAHA,2018-10-01
602,PUNJAB,4115,FEROZEPUR CANTT,2022-07-01
602,PUNJAB,904,FEROZEPUR CITY APMC,2020-05-01
602,PUNJAB,616,HOSHIYARPUR,2018-10-01
602,PUNJAB,905,GURDASPUR APMC,2020-05-01
602,PUNJAB,4116,GURUHARSAHAI,2022-07-01
602,PUNJAB,4157,JAGRAON,2022-07-01
602,PUNJAB,617,JALANDHAR,2018-10-01
602,PUNJAB,4117,JAITO,2022-07-01
602,PUNJAB,4118,JALALBAD,2022-07-01
602,PUNJAB,4120,JANDIALA GURU GEHRI,2022-06-01
602,PUNJAB,4121,KALANAUR,2022-06-01
602,PUNJAB,906,KAPURTHALA APMC,2020-05-01
602,PUNJAB,4122,KHANAURI,2022-07-01
602,PUNJAB,918,KHANNA APMC,2020-05-01
602,PUNJAB,907,KHARAR APMC,2020-05-01
602,PUNJAB,4123,KHEMKARAN,2022-06-01
602,PUNJAB,908,KOTKAPURA APMC,2020-05-01
602,PUNJAB,4124,LEHRAGAGA,2022-06-01
602,PUNJAB,909,LUDHIANA APMC,2020-05-01
602,PUNJAB,4160,MACHHIWARA SAHIB,2022-07-01
602,PUNJAB,4158,MAKHU,2022-07-01
602,PUNJAB,621,MANSA,2018-10-01
602,PUNJAB,910,MALOUT APMC,2020-05-01
602,PUNJAB,4162,MALERKOTLA,2022-06-01
602,PUNJAB,620,MAUR,2018-10-01
602,PUNJAB,622,MUKTSAR,2018-10-01
602,PUNJAB,911,MOGA APMC,2020-05-01
602,PUNJAB,4163,MEHTA,2022-06-01
602,PUNJAB,4126,MOONAK,2022-06-01
602,PUNJAB,4141,NABHA,2022-06-01
602,PUNJAB,4161,NAKODAR,2022-06-01
602,PUNJAB,912,NAWANSHAHR MARKET,2020-07-01
602,PUNJAB,4127,NAUSHEHARA PANNUAN,2022-07-01
602,PUNJAB,624,PATHANKOT,2018-10-01
602,PUNJAB,625,PATIALA,2018-10-01
602,PUNJAB,4128,PATRAN,2022-06-01
602,PUNJAB,4129,PATTI,2022-07-01
602,PUNJAB,4130,PHAGWARA,2022-07-01
602,PUNJAB,4131,RAJPURA,2022-06-01
602,PUNJAB,626,RAMPURA PHUL,2018-10-01
602,PUNJAB,913,RAMAN APMC,2020-05-01
602,PUNJAB,627,ROPAR,2018-10-01
602,PUNJAB,631,SANGRUR,2018-10-01
602,PUNJAB,4132,RAYYA,2022-07-01
602,PUNJAB,4133,SADIQ,2022-07-01
602,PUNJAB,4134,SAMANA,2022-06-01
602,PUNJAB,914,SARDULGARH APMC,2020-05-01
602,PUNJAB,4135,SHAHKOT,2022-06-01
602,PUNJAB,632,TAPPA,2018-10-01
602,PUNJAB,4138,SUNAM,2022-06-01
602,PUNJAB,4137,SULTANPUR LODHI,2022-07-01
602,PUNJAB,4139,TALWANDI BHAI,2022-06-01
602,PUNJAB,916,TARN TARAN APMC,2020-05-01
26,RAJASTHAN,1080,AABU ROAD,2020-04-01
26,RAJASTHAN,1082,AJMER F AND V,2020-04-01
26,RAJASTHAN,1081,AJMER GRAIN,2020-04-01
26,RAJASTHAN,163,ATRU,2018-10-01
26,RAJASTHAN,1083,ALWAR,2020-04-01
26,RAJASTHAN,1084,ANOOPGARH,2020-04-01
26,RAJASTHAN,1085,ANTA,2020-04-01
26,RAJASTHAN,323,BANDIKUI,2018-10-01
26,RAJASTHAN,1086,BAJJU,2020-04-01
26,RAJASTHAN,1087,BALOTRA,2020-04-01
26,RAJASTHAN,164,BARAN,2018-10-01
26,RAJASTHAN,1088,BANSWARA,2020-04-01
26,RAJASTHAN,1090,BARISADRI,2020-04-01
26,RAJASTHAN,1091,BARMER,2020-04-01
26,RAJASTHAN,1092,BARODAMEV,2020-04-01
26,RAJASTHAN,1093,BASSI,2020-04-01
26,RAJASTHAN,1094,BAYANA,2020-04-01
26,RAJASTHAN,1096,BEGU,2020-04-01
26,RAJASTHAN,1095,BEAWAR,2020-04-01
26,RAJASTHAN,1097,BHADRA,2020-04-01
26,RAJASTHAN,1098,BHAGAT KI KOTHI,2020-04-01
26,RAJASTHAN,1099,BHARATPUR,2020-04-01
26,RAJASTHAN,1100,BHAWANI MANDI,2020-04-01
26,RAJASTHAN,1101,BHILWARA,2020-04-01
26,RAJASTHAN,1102,BHINMAL,2020-04-01
26,RAJASTHAN,1103,BIJAY NAGAR,2020-04-01
26,RAJASTHAN,1105,BIKANER F AND V,2020-04-01
26,RAJASTHAN,1104,BIJOLIYA,2020-04-01
26,RAJASTHAN,333,BIKANER GRAIN,2018-10-01
26,RAJASTHAN,165,BUNDI,2018-10-01
26,RAJASTHAN,1106,BILARA,2020-04-01
26,RAJASTHAN,1107,CHABRA,2020-04-01
26,RAJASTHAN,1108,CHAKSU,2020-04-01
26,RAJASTHAN,1109,CHIRAWA,2020-04-01
26,RAJASTHAN,1110,CHITTORGARH,2020-04-01
26,RAJASTHAN,1111,CHOMEHLA,2020-04-01
26,RAJASTHAN,1113,CHOMU F AND V,2020-04-01
26,RAJASTHAN,1112,CHOMU GRAIN,2020-04-01
26,RAJASTHAN,1114,CHOTTISADRI,2020-04-01
26,RAJASTHAN,1115,CHURU,2020-04-01
26,RAJASTHAN,1116,DAUSA,2020-04-01
26,RAJASTHAN,1117,DEEDWANA,2020-04-01
26,RAJASTHAN,1118,DEEG,2020-04-01
26,RAJASTHAN,1119,DEGANA,2020-04-01
26,RAJASTHAN,324,DEOLI,2018-10-01
26,RAJASTHAN,1120,DEI,2020-04-01
26,RAJASTHAN,169,FATEHNAGAR,2018-10-01
26,RAJASTHAN,1121,DHOLPUR,2020-04-01
26,RAJASTHAN,1122,DOONI,2020-04-01
26,RAJASTHAN,1123,DUNGARPUR,2020-04-01
26,RAJASTHAN,166,GANGAPUR CITY,2018-10-01
26,RAJASTHAN,1124,FATEHPUR,2020-04-01
26,RAJASTHAN,1125,GAJSINGHPUR,2020-04-01
26,RAJASTHAN,1126,GANGAPUR-RJ,2020-04-01
26,RAJASTHAN,1127,GHARSANA,2020-04-01
26,RAJASTHAN,1128,GOLUWALA,2020-04-01
26,RAJASTHAN,1129,GUDA GODJI,2020-04-01
26,RAJASTHAN,1130,HANUMANGARH,2020-04-01
26,RAJASTHAN,167,HINDOUN,2018-10-01
26,RAJASTHAN,3842,HANUMANGARH TOWN,2022-06-01
26,RAJASTHAN,1131,IKLERA,2020-04-01
26,RAJASTHAN,1132,ITAWA,2020-04-01
26,RAJASTHAN,1133,JAIPUR F AND V MUHANA,2020-04-01
26,RAJASTHAN,1134,JAIPUR GRAIN,2020-04-01
26,RAJASTHAN,1135,JAISALMER,2020-04-01
26,RAJASTHAN,1136,JAITARAN,2020-04-01
26,RAJASTHAN,1137,JAITSAR,2020-04-01
26,RAJASTHAN,1138,JALORE,2020-04-01
26,RAJASTHAN,1139,JHALRAPATAN,2020-04-01
26,RAJASTHAN,1140,JHUNJHUNU,2020-04-01
26,RAJASTHAN,322,JODHPUR GRAIN,2018-10-01
26,RAJASTHAN,326,KAMAN,2018-10-01
26,RAJASTHAN,1141,JODHPUR F AND V,2020-04-01
26,RAJASTHAN,332,KESHORAIPATAN,2018-10-01
26,RAJASTHAN,1142,KAPASAN,2020-04-01
26,RAJASTHAN,1143,KEKRI,2020-04-01
26,RAJASTHAN,1144,KESRISINGHPUR,2020-04-01
26,RAJASTHAN,1145,KHAIRTHAL,2020-04-01
26,RAJASTHAN,1146,KHAJUWALA,2020-04-01
26,RAJASTHAN,1147,KHANPUR,2020-04-01
26,RAJASTHAN,1148,KHERLI,2020-04-01
26,RAJASTHAN,168,KOTA,2018-10-01
26,RAJASTHAN,1149,KISHANGARH RENWAL,2020-04-01
26,RAJASTHAN,1150,KOTA F AND V,2020-04-01
26,RAJASTHAN,1151,KOTPUTLI,2020-04-01
26,RAJASTHAN,1152,KUCHAMANCITY,2020-04-01
26,RAJASTHAN,1154,LALSOT,2020-04-01
26,RAJASTHAN,1155,LOONKARANSAR,2020-04-01
26,RAJASTHAN,1156,M. KISHANGARH,2020-04-01
26,RAJASTHAN,1159,MAHUWA MANDAWAR,2020-04-01
26,RAJASTHAN,1157,MAHUWA RJ,2020-04-01
26,RAJASTHAN,327,MANDAWARI,2018-10-01
26,RAJASTHAN,1089,MALPURA,2020-04-01
26,RAJASTHAN,1158,MANDALGARH,2020-04-01
26,RAJASTHAN,170,MERTA CITY,2018-10-01
26,RAJASTHAN,328,NADBAI,2018-10-01
26,RAJASTHAN,423,NAGAR,2018-10-01
26,RAJASTHAN,230,NAGOUR,2018-10-01
26,RAJASTHAN,321,NIWAI,2018-10-01
26,RAJASTHAN,1160,NAWALGARH,2020-04-01
26,RAJASTHAN,1161,NEEM KA THANA,2020-04-01
26,RAJASTHAN,1162,NIMBAHERA,2020-04-01
26,RAJASTHAN,329,NOKHA,2018-10-01
26,RAJASTHAN,171,PADAMPUR,2018-10-01
26,RAJASTHAN,1163,NOHAR,2020-04-01
26,RAJASTHAN,1164,PALI,2020-04-01
26,RAJASTHAN,1165,PALSANA,2020-04-01
26,RAJASTHAN,1166,PHALODI,2020-04-01
26,RAJASTHAN,1167,PILIBANGA,2020-04-01
26,RAJASTHAN,1168,PIPARCITY,2020-04-01
26,RAJASTHAN,1169,PRATAPGARH RJ,2020-04-01
26,RAJASTHAN,1170,RAISINGHNAGAR,2020-04-01
26,RAJASTHAN,1153,RAJDHANI MANDI KUKARKHERA,2020-04-01
26,RAJASTHAN,27,RAMGANJ MANDI,2018-10-01
26,RAJASTHAN,1171,RAJSAMAND,2020-04-01
26,RAJASTHAN,1172,RANI,2020-04-01
26,RAJASTHAN,1173,RANIWARA,2020-04-01
26,RAJASTHAN,1174,RATANGARH,2020-04-01
26,RAJASTHAN,1175,RAWATSAR,2020-04-01
26,RAJASTHAN,1176,RAWLA,2020-04-01
26,RAJASTHAN,1177,RIDMALSAR,2020-04-01
26,RAJASTHAN,1178,SADULPUR,2020-04-01
26,RAJASTHAN,1179,SADULSHAHAR,2020-04-01
26,RAJASTHAN,1180,SANCHORE,2020-04-01
26,RAJASTHAN,1181,SANGARIYA,2020-04-01
26,RAJASTHAN,1182,SARDAR SHAHAR,2020-04-01
26,RAJASTHAN,1183,SAWAI MADHOPUR,2020-04-01
26,RAJASTHAN,1184,SHAHPURA,2020-04-01
26,RAJASTHAN,1185,SIKAR,2020-04-01
26,RAJASTHAN,1186,SOJAT ROAD,2020-04-01
26,RAJASTHAN,325,SRI GANGANAGAR GRAIN,2018-10-01
26,RAJASTHAN,1187,SRI DUNGARGARH,2020-04-01
26,RAJASTHAN,330,SRI MADHOPUR,2018-10-01
26,RAJASTHAN,1190,SRI VIJAYNAGAR,2020-04-01
26,RAJASTHAN,1188,SRIGANGANAGAR F AND V,2020-04-01
26,RAJASTHAN,1189,SRIKARANPUR,2020-04-01
26,RAJASTHAN,1191,SUJANGARH,2020-04-01
26,RAJASTHAN,331,SUMERPUR,2018-10-01
26,RAJASTHAN,1192,SUMERGANJ,2020-04-01
26,RAJASTHAN,1193,SURAJGARH,2020-04-01
26,RAJASTHAN,1194,SURATGARH,2020-04-01
26,RAJASTHAN,1195,TONK,2020-04-01
26,RAJASTHAN,1196,UDAIPUR F AND V,2020-05-01
26,RAJASTHAN,1197,UDAIPUR GRAIN,2020-04-01
26,RAJASTHAN,1198,UNIYARA,2020-04-01
509,TAMIL NADU,3962,ALANGUDI,2022-06-01
509,TAMIL NADU,520,AMMOOR,2018-10-01
509,TAMIL NADU,682,ANAIMALAI,2018-10-01
509,TAMIL NADU,3964,AMBASAMUTHIRAM,2022-06-01
509,TAMIL NADU,510,ANNUR,2018-10-01
509,TAMIL NADU,514,ANTHIYUR,2018-10-01
509,TAMIL NADU,920,ARANI,2020-04-01
509,TAMIL NADU,3965,ARANTHANGI,2022-06-01
509,TAMIL NADU,3966,ARCOT,2022-06-01
509,TAMIL NADU,3967,ATTHUR,2022-06-01
509,TAMIL NADU,3968,AVALPOONDURAI,2022-06-01
509,TAMIL NADU,952,AVALURPET,2020-04-01
509,TAMIL NADU,3969,BATLAGUNDU,2022-06-01
509,TAMIL NADU,3970,BODINAYAKANUR,2022-06-01
509,TAMIL NADU,3971,BOOTHAPADI,2022-06-01
509,TAMIL NADU,3972,BUDALUR,2022-06-01
509,TAMIL NADU,924,CHETPET,2020-04-01
509,TAMIL NADU,919,CHEYYAR,2020-04-01
509,TAMIL NADU,516,CUMBUM,2018-11-01
509,TAMIL NADU,3973,CHINNAMANUR,2022-06-01
509,TAMIL NADU,3974,CHINNASALEM,2022-06-01
509,TAMIL NADU,3975,CUDDALORE OT,2022-06-01
509,TAMIL NADU,921,DESUR,2020-04-01
509,TAMIL NADU,511,DINDIGUL,2018-10-01
509,TAMIL NADU,3976,DEVAKOTTAI,2022-06-01
509,TAMIL NADU,3977,EDAPPADI,2022-06-01
509,TAMIL NADU,927,ERODE,2020-04-01
509,TAMIL NADU,3978,ELUMATHUR,2022-06-01
509,TAMIL NADU,524,GINGEE,2018-10-01
509,TAMIL NADU,3979,GANGAVALLI,2022-06-01
509,TAMIL NADU,512,GOBICHETTIPALAYAM,2018-10-01
509,TAMIL NADU,3980,GOPAL PATTI,2022-06-01
509,TAMIL NADU,938,GUDIYATHAM,2020-04-01
509,TAMIL NADU,958,HARUR,2020-04-01
509,TAMIL NADU,3981,JEYANKONDAM,2022-06-01
509,TAMIL NADU,521,KALAVAI,2018-10-01
509,TAMIL NADU,679,KALLAKURICHI,2018-10-01
509,TAMIL NADU,3982,KADAYANALLUR,2022-06-01
509,TAMIL NADU,950,KAMUTHI,2020-04-01
509,TAMIL NADU,945,KANCHEEPURAM,2020-04-01
509,TAMIL NADU,3983,KANGEYAM,2022-06-01
509,TAMIL NADU,3984,KARIKUDI,2022-06-01
509,TAMIL NADU,956,KILPENNATHUR,2020-04-01
509,TAMIL NADU,3985,KATTUMANNARKOIL,2022-06-01
509,TAMIL NADU,3989,KODUMUDI,2022-06-01
509,TAMIL NADU,3990,KONGANAPURAM,2022-06-01
509,TAMIL NADU,3991,KUDAVASAL,2022-06-01
509,TAMIL NADU,3992,KULASEKHARAM,2022-06-01
509,TAMIL NADU,687,LALGUDI,2018-10-01
509,TAMIL NADU,3993,KUMBAKONAM,2022-06-01
509,TAMIL NADU,3994,KURUNJIPADY,2022-06-01
509,TAMIL NADU,940,KUTHALAM,2020-04-01
509,TAMIL NADU,688,MADURAI,2018-10-01
509,TAMIL NADU,3996,MADATHUKULAM,2022-06-01
509,TAMIL NADU,944,MADURANATHANGAM,2020-04-01
509,TAMIL NADU,3997,MANALURPET,2022-06-01
509,TAMIL NADU,3998,MANAMADURAI,2022-06-01
509,TAMIL NADU,4000,MANNARKUDI,2022-06-01
509,TAMIL NADU,941,MAYILADUTHURAI,2020-04-01
509,TAMIL NADU,4001,MECHERI,2022-06-01
509,TAMIL NADU,4002,MELUR,2022-06-01
509,TAMIL NADU,934,MOOLANUR,2020-04-01
509,TAMIL NADU,949,MUDHUKALATHUR,2020-04-01
509,TAMIL NADU,929,NATHAM,2020-04-01
509,TAMIL NADU,4003,NAMAGIRIPETTAI,2022-06-01
509,TAMIL NADU,933,NEGAMAM,2020-04-01
509,TAMIL NADU,931,ODDANCHATRAM,2020-04-01
509,TAMIL NADU,930,PALANI,2020-04-01
509,TAMIL NADU,4004,ORATHANADU,2022-06-01
509,TAMIL NADU,928,PANRUTI,2020-04-01
509,TAMIL NADU,515,PARAMAKUDI,2019-01-01
509,TAMIL NADU,686,PARAMATHI VELUR,2018-10-01
509,TAMIL NADU,4005,PAPANASAM,2022-06-01
509,TAMIL NADU,684,PERUNDURAI,2019-01-01
509,TAMIL NADU,519,PETHAPPAMPATTI,2019-01-01
509,TAMIL NADU,4006,PATTUKKOTTAI,2022-06-01
509,TAMIL NADU,4007,PAVOORCHATRAM,2022-06-01
509,TAMIL NADU,4008,POCHAMPALLI,2022-06-01
509,TAMIL NADU,932,POLLACHI,2020-04-01
509,TAMIL NADU,923,POLUR,2020-04-01
509,TAMIL NADU,4009,PONGALUR,2022-06-01
509,TAMIL NADU,947,RAJAPALAYAM,2020-04-01
509,TAMIL NADU,4010,PUNJAI PULIAMPADDI,2022-06-01
509,TAMIL NADU,951,RAJASINGAMANGALAM,2020-04-01
509,TAMIL NADU,4011,RAMANATHAPURAM,2022-06-01
509,TAMIL NADU,4012,REDHILLS,2022-06-01
509,TAMIL NADU,4013,SALEM,2022-06-01
509,TAMIL NADU,4014,SANKARANKOVIL,2022-06-01
509,TAMIL NADU,513,SATHYAMANGALAM,2018-10-01
509,TAMIL NADU,925,SANKARAPURAM,2020-04-01
509,TAMIL NADU,942,SEMBANARKOIL,2020-04-01
